一级分类(清洗后中文器械名),二级分类(中观大类),三级分类(宏观大类),关联器械对数,死亡事件数,伤害事件数,故障事件数,事件总数
血糖监测仪（Accu-Chek Compact Plus）,血糖监测设备,糖尿病管理器械,1,0,12,104,116
经导管室间隔缺损封堵器（Amplatzer肌部型）,室间隔缺损封堵器,结构性心脏病介入器械,1,10,69,37,116
植入式心脏除颤器（Angstrom II V-180系列）,植入式心脏除颤器,心脏植入式电子设备,1,0,115,1,116
内窥镜电外科单元（Autotome RX 39）,内窥镜电外科设备,电外科器械,1,0,3,113,116
牙种植体（Axiom PX，直径4.6x10.0mm）,牙种植体,口腔植入物,1,0,100,16,116
一次性无菌活塞注射器（BD Luer-Lok）,注射器,注射穿刺器械,1,0,0,116,116
MAGIC3 GO 男性导尿管（带SureGrip）,导尿管,泌尿科导管,1,0,31,85,116
METRX 系统关节镜,关节镜,内窥镜系统,1,0,2,114,116
Onyx 液态栓塞剂（用于动静脉畸形）,液态栓塞剂,神经介入栓塞材料,1,9,94,12,116
摆动锯附件（带快速接头，用于通用及整形外科）,手术锯片/附件,骨科手术动力工具,1,0,1,115,116
OsseoSpeed 5.0 S 牙种植体（11mm）,牙种植体（根形）,口腔种植体,1,0,116,0,116
OsseoSpeed EV 3.6 S 牙种植体（15mm）,牙种植体（根形）,口腔种植体,1,0,116,0,116
外锁式股骨植入物打入器,骨科植入物打入器,骨科手术器械,1,0,29,87,116
Pamira S 65 植入式心律转复除颤器电极,ICD电极导线,心脏节律管理设备,1,0,51,65,116
PFC Sigma 髌骨组件（圆顶型，3钉，35mm）,膝关节髌骨假体组件,膝关节置换假体,1,1,115,0,116
Pinn 骨螺钉（6.5mm x 15mm）,髋关节植入物（其他）,髋关节置换假体,1,0,112,4,116
Presto 充气装置,球囊充压装置,介入手术附件,1,1,1,114,116
MMT-1882L 胰岛素泵（配合MM770G，蓝牙，MG）,胰岛素输注泵,胰岛素给药装置,1,0,2,114,116
QuickSet ACE 髋臼锉头（67mm）,髋关节手术器械（髋臼锉）,骨科手术器械,1,0,0,116,116
RSP 肩关节盂基座（HA涂层，6.5mm x 30mm）,肩关节盂假体组件,肩关节置换假体,1,0,116,0,116
S-Implant 牙种植体（4.1mm RN，SLActive 12mm）,牙种植体（根形）,口腔种植体,1,0,116,0,116
SilverHawk 外周斑块切除系统,外周动脉斑块切除导管,外周血管介入器械,1,1,54,52,116
Simply Legacy2 SBM 牙种植体（4.7mm x 10mm）,牙种植体（根形）,口腔种植体,1,0,116,0,116
Solia JT 53 起搏电极导线,起搏电极导线,心脏节律管理设备,1,2,39,75,116
未报告具体品牌的膝关节假体（髌股胫骨，骨水泥型，聚合物/金属/聚合物）,膝关节假体（全膝置换）,膝关节置换假体,1,0,116,0,116
可充注式皮肤扩张器,软组织扩张器,整形与重建外科器械,1,0,114,2,116
双扳机旋转动力系统,骨科动力系统及附件,骨科手术器械,1,0,1,115,116
TECNIS OptiBlue 一片式单焦点人工晶体,单焦点人工晶状体,眼科植入物,1,0,47,69,116
OES Elite 4mm 30°高清可高压灭菌内窥镜,硬性内窥镜,内窥镜系统,1,0,1,115,116
THERAKOS CELLEX 光分离治疗系统,体外光分离治疗系统,血液治疗设备,1,1,18,97,116
ASR 全髋关节置换股骨假体 47号,全髋关节假体,骨科植入物,1,0,115,1,116
TotalCare 肺表面护理框架病床,电动可调节病床,医院护理设备,1,0,0,112,116
Touareg-OS 牙科种植体 直径3.5mm 长度13mm,牙科种植体,口腔植入物,1,0,116,0,116
Trident 10° 3mm 内径36mm 髋臼内衬,髋臼内衬,骨科植入物,1,0,92,24,116
Trident 陶瓷对陶瓷髋关节假体,全髋关节假体,骨科植入物,1,0,29,87,116
固定针（未知品牌）,骨科内固定针,骨科植入物,1,0,2,114,116
DePuy 膝关节股骨髁（未知型号）,膝关节假体组件,骨科植入物,1,0,116,0,116
DePuy 髋臼内衬（未知型号）,髋臼内衬,骨科植入物,1,0,116,0,116
DePuy 胫骨平台托（未知型号）,膝关节假体组件,骨科植入物,1,0,116,0,116
VasoSeal Elite 血管封堵器,血管封堵装置,介入手术器械,1,2,80,33,116
Ventak Prizm AVT 植入式脉冲发生器,植入式心律转复除颤器,心脏节律管理设备,1,0,29,87,116
Visistat 35W 皮肤缝合器,皮肤缝合器,外科缝合器械,1,0,0,116,116
Zilver 635 自膨式金属胆道支架,胆道支架,消化介入器械,1,0,59,57,116
耳鼻喉科旋转切割钻头,耳鼻喉科手术钻头,耳鼻喉科手术器械,2,0,4,111,115
切割球囊导管,冠状动脉介入导管,心血管介入器械,1,1,9,105,115
泡沫肢体固定带,患者约束固定装置,护理与康复器械,1,0,19,96,115
可调压分流阀,脑室分流系统组件,神经外科植入物,1,0,109,6,115
高速气动钻,骨科动力工具,骨科手术器械,1,0,4,97,115
心室辅助系统控制器,心室辅助装置,心脏支持系统,1,3,4,108,115
患者移位机,患者转运与移位设备,护理与康复器械,1,4,15,1,115
主动脉内球囊反搏导管,主动脉内球囊反搏系统,心脏支持系统,1,2,9,104,115
显微垂体手术器械,神经外科显微器械,神经外科手术器械,1,0,0,112,115
移动式O型臂X射线成像系统,移动式X射线成像系统,医学影像设备,1,0,2,113,115
全自动血型及抗体分析系统,血型分析系统,体外诊断设备,1,0,2,113,115
纤维支气管插管镜,内窥镜,内窥镜设备,1,0,0,115,115
植入式心脏起搏除颤器,植入式心脏除颤器,心脏节律管理设备,1,7,61,47,115
脉搏血氧仪,血氧监测设备,生命体征监测设备,1,6,1,108,115
髋关节假体股骨组件（骨水泥型，金属）,髋关节假体组件,骨科植入物,1,0,9,106,115
XIVE种植体（未知品牌）,牙科种植体,口腔植入物,1,0,115,0,115
心脏起搏器（双腔频率应答型）,心脏起搏器,心脏节律管理设备,1,0,97,18,115
VCL+可吸收合成缝线,可吸收缝线,手术缝合材料,1,0,1,114,115
体温调节系统,体温管理设备,生命支持与治疗设备,1,0,10,105,115
导引导管套装,血管介入导管,介入性医疗器械,1,0,8,107,115
WEB囊内栓塞装置,动脉瘤栓塞装置,神经介入器械,1,3,43,69,115
膝关节胫骨垫片（后稳定型）,膝关节假体组件,骨科植入物,1,0,99,16,115
XIVE S Plus种植体（直径3.0mm，长度11mm）,牙科种植体,口腔植入物,1,0,115,0,115
ZIO XT动态心电图记录仪,动态心电图记录仪,心脏监测设备,1,2,85,28,115
骨锚式助听器植入体及基台,骨导助听系统,听力植入设备,1,0,115,0,115
高频电刀及附件,高频电外科设备,外科手术器械,1,0,52,63,115
脊柱前路稳定植入物/耗材,脊柱内固定系统,骨科植入物,1,0,112,3,115
达芬奇手术系统影像台车,手术机器人系统组件,手术机器人系统,1,2,41,72,115
一次性高频电圈套器,高频电外科附件,外科手术器械,1,1,88,26,115
球囊扩张压力泵,球囊扩张附件,介入性医疗器械,1,0,4,111,115
内镜用标本袋,内镜手术附件,内窥镜手术器械,1,0,8,107,115
植入式除颤电极导线,心脏除颤电极,心脏节律管理设备,1,1,61,53,115
5mm 33cm PEEK 单极手柄,单极电凝手柄,高频手术器械,1,0,0,115,115
膝关节股骨/胫骨/袖套夹钳,骨科手术器械,骨科手术器械及工具,1,0,0,115,115
气管切开插管（带/不带接头）,气道管理器械,呼吸与麻醉器械,1,4,37,74,115
Foley尿管旋转固定器,导管固定装置,泌尿与引流器械,1,0,3,112,115
血管内输注管路,输液管路与附件,输液与注射器械,1,0,1,110,115
骨内牙种植体（4.1mm RN，SLActive 14mm）,牙种植体,口腔科植入物,1,0,115,0,115
骨内牙种植体（3.3mm RN，SLA 14mm）,牙种植体,口腔科植入物,1,0,115,0,115
腹膜前扩张球囊,腹腔镜手术器械,内窥镜手术器械,1,0,3,111,115
股骨柄打入器杆,髋关节置换器械,骨科植入物及工具,1,0,21,94,115
计算机控制手术系统,手术导航与机器人系统,手术辅助设备,1,1,2,111,115
System 7 胸骨锯,骨科动力工具,骨科手术器械及工具,1,0,1,114,115
低能量除颤器,除颤器,心脏急救设备,1,8,8,99,115
心脏经皮消融导管,心脏消融导管,心脏介入器械,1,1,22,92,115
牙种植体（5.0mm直径，8mm长度）,牙种植体,口腔科植入物,1,0,115,0,115
Trevo XP ProVue 取栓支架（4x20mm）,取栓导管/支架,神经介入器械,1,20,78,17,115
牙种植体（4.7mm直径，10mm长度）,牙种植体,口腔科植入物,1,0,106,9,115
骨水泥（DePuy）,骨水泥,骨科植入物及材料,1,0,115,0,115
肩关节假体,肩关节假体,骨科植入物及材料,1,2,111,2,115
植入式电刺激器（用于尿失禁）,植入式神经刺激器,神经调控器械,1,2,52,61,115
膝关节假体（NexGen）,膝关节假体,骨科植入物及材料,1,0,115,0,115
持续气道正压通气呼吸机,无创呼吸机,呼吸治疗设备,2,1,29,84,114
胫骨托（骨水泥型，钴铬钼合金）,膝关节假体组件,骨科植入物,2,0,113,1,114
肝素锂真空采血管,真空采血管,血液采集器械,2,0,0,114,114
血管内给药装置（GRIPPER PLUS针）,血管内输液/给药装置,输液与注射器械,2,0,47,67,114
多夹施夹器,施夹器,手术闭合器械,2,0,2,112,114
3I T3非平台转换锥形种植体（3.25x13mm）,牙科种植体,口腔植入物,1,0,112,2,114
ACCOLADE SR心脏起搏器,心脏起搏器,心脏节律管理设备,1,0,70,44,114
ACCU-CHEK Compact血糖监测系统,血糖监测系统,糖尿病管理设备,1,0,20,94,114
ACCUSTICK II导管导入器,导管导入器,血管通路器械,1,0,55,59,114
高级膜式气体交换器（无菌）,氧合器,心肺转流设备,1,3,19,92,114
AFFINITY 4产床框架,产床,妇产科设备,1,0,1,113,114
ALTRX +4髋臼内衬（内径36mm，外径54mm）,髋臼内衬,髋关节植入物,1,0,113,1,114
心房电极（药物洗脱永久起搏电极）,起搏电极导线,心脏节律管理设备,1,0,17,97,114
ATTUNE PS左膝股骨假体（5号，骨水泥型）,膝关节股骨假体,膝关节植入物,1,0,111,3,114
ATTUNE PS右膝股骨假体（8号，骨水泥型）,膝关节股骨假体,膝关节植入物,1,0,108,6,114
AVE GFX OTW冠状动脉支架系统,冠状动脉支架系统,冠脉介入器械,1,9,99,6,114
AXIOM PX种植体（直径4.6mm，长度8.0mm）,牙科种植体,口腔植入物,1,0,111,3,114
BARDEX硅胶涂层Foley导尿管,Foley导尿管,泌尿引流导管,1,0,8,106,114
超声手术刀 1100 20cm,超声手术器械,手术器械,1,0,2,112,114
可吸收软组织固定锚钉 4.75mm,软组织固定锚钉,骨科植入物,1,0,30,84,114
心室辅助系统流出道人工血管,心室辅助装置,循环辅助设备,1,7,94,13,114
编织双层绒面密封血管移植物,人工血管,血管外科植入物,1,10,64,38,114
Hemolok XL 可植入夹,外科夹,手术闭合器械,1,0,10,104,114
iChem Velocity 全自动尿液化学分析仪,尿液分析仪,临床检验设备,1,0,3,111,114
Itrevia 7 心脏再同步除颤器,心脏再同步除颤器,心脏节律管理设备,1,11,72,31,114
植入式背根神经节刺激电极 50cm,神经刺激电极,神经调控设备,1,0,114,0,114
Linox Smart 植入式心律转复除颤器电极 65/16,除颤电极,心脏节律管理设备,1,1,34,79,114
Lotus Edge 经导管主动脉瓣膜系统 23mm,经导管主动脉瓣膜,心脏瓣膜介入器械,1,17,86,11,114
Mid-C 125 后路棘齿棒系统,脊柱后路内固定系统,骨科植入物,1,0,25,89,114
Mini Step 腹腔镜,腹腔镜,内窥镜设备,1,0,11,103,114
Multifiltrate Pro 血液透析机,血液透析机,血液净化设备,1,4,21,89,114
Optium 血糖仪 (Freestyle),血糖监测系统,糖尿病管理设备,1,0,0,114,114
Oral-B 双效/双洁电动牙刷头,电动牙刷,口腔护理设备,1,0,2,112,114
Outlook 100 输液泵,输液泵,输液管理设备,1,1,1,93,114
PCS2 血浆采集系统,血细胞分离机,血液成分分离设备,1,8,8,98,114
HomeChoice Pro 自动腹膜透析机 110V,腹膜透析机,血液净化设备,1,0,5,109,114
PENTAX 视频十二指肠镜,十二指肠镜,内窥镜设备,1,4,22,88,114
SureForm 45 白色装订器,外科吻合器,外科手术器械,1,5,87,22,114
Synflate 球囊（中号，无菌）,椎体成形术球囊,骨科介入器械,1,0,1,113,114
20ml 鲁尔锁皮下注射器,注射器,注射/输液器械,1,0,0,114,114
Thal-Quick 胸腔引流管套装,胸腔引流管,引流器械,1,3,35,76,114
三通塑料旋塞,导管附件,血管通路器械,1,0,1,113,114
胫骨关节面试模（右侧，CD号）,膝关节假体试模,骨科植入物,1,0,1,113,114
TLX SP 3.75 NT 骨内牙种植体（8mm，RXD）,牙种植体,口腔科植入物,1,0,114,0,114
BRK系列房间隔穿刺针,房间隔穿刺针,心脏介入器械,1,5,108,1,114
Triathlon PS 股骨假体（骨水泥型）,膝关节假体,骨科植入物,1,0,82,29,114
Ultraflex 主动脉内球囊反搏导管（7.5Fr，30cc）,主动脉内球囊反搏导管,心脏辅助器械,1,4,13,97,114
VEPTR 肋骨置换假体,肋骨假体,骨科植入物,1,1,113,0,114
Infinity 踝关节胫骨假体（半限制型，骨水泥，金属/聚合物）,踝关节假体,骨科植入物,1,0,114,0,114
神经血管导丝,导丝,血管介入器械,1,22,57,35,114
未指定系统,未分类,未分类,1,0,58,56,114
VCL+ 可吸收合成缝线（8x18英寸，单针，CTXB CR）,可吸收缝线,缝合材料,1,0,4,110,114
ZyDerm 2 胶原蛋白植入剂（1.0ml）,注射用胶原蛋白植入剂,整形美容植入物,1,0,88,24,114
保丽净假牙固定膏,假牙护理产品,口腔护理器械,1,1,107,1,114
精密QID血糖仪,血糖监测系统,糖尿病管理器械,1,0,39,74,114
Prime五轮30英寸担架车,担架/转运车,患者转运器械,1,0,1,113,114
普理灵聚丙烯缝线36英寸5-0蓝色,非吸收性合成缝线,手术缝合材料,1,0,0,114,114
Protege GPS自膨式支架系统035标准型,胆道支架系统,介入性支架,1,2,45,67,114
普克希米特重型线性吻合器,线性吻合器,外科吻合器械,1,2,14,98,114
普克希米特ILS弯形圆形吻合器,圆形吻合器,外科吻合器械,1,0,19,95,114
PT2导丝,导丝,介入性导管配件,1,2,92,19,114
瑞声X4心脏再同步除颤器,心脏再同步除颤器,植入式心脏器械,1,1,44,69,114
50mm金属对金属半限制型髋关节表面置换股骨头,髋关节表面置换假体,关节置换假体,1,0,114,0,114
Roadrunner Uniglide亲水导丝,亲水导丝,介入性导管配件,1,0,9,105,114
Rusch Greenlite一次性金属Mac 4喉镜,硬质喉镜,气道管理器械,1,1,1,112,114
S型4.8mm宽颈SLA 12mm钛锆种植体,骨内牙种植体,牙科种植体,1,0,114,0,114
S-ROM M型36mm +3股骨头,股骨头假体,关节置换假体,1,0,109,5,114
Saf-T-Intima带保护套静脉导管,血管内导管,静脉输液器械,1,0,1,49,114
Shaver HP APSII手动控制动力刨削器,动力骨科手术器械,骨科手术器械,1,0,0,114,114
Simply Reactive种植体,牙种植体,牙科种植体,1,0,114,0,114
小型抓取牵开器,内窥镜抓取器械,内窥镜手术器械,1,0,1,113,114
Summit多孔锥形3号标准偏置髋关节柄,髋关节股骨柄,关节置换假体,1,0,109,5,114
BARRX 电外科切割凝血及附件,电外科手术器械,高频/电外科设备及附件,1,0,69,45,114
BD Luer-Lok 无菌活塞注射器（药房便利托盘装）,注射器,注射/输液器具,1,0,0,114,114
BD Plastipak 50mL 同心Luer锁注射器,注射器,注射/输液器具,1,0,3,111,114
Brånemark System MK III TIU RP 3.75×18mm 骨内牙种植体,牙种植体,口腔科植入物,1,0,114,0,114
CADD 储液盒（带流量停止 NRFit 接口）,血管内输液管路,输液/输血器具及管路,1,0,0,114,114
Capiox FX Advance 中空纤维氧合器（集成动脉过滤器及硬壳储血器）,心肺转流氧合器,体外循环设备及耗材,1,8,5,101,114
CE Intermate LV 100 输液泵（24支装）,输液泵,输液/输血器具及管路,1,0,0,113,114
"CIM 3.3mm 骨内牙种植体（ZLA 10mm, AH4mm, ZRO2）",牙种植体,口腔科植入物,1,0,114,0,114
Cormet 金属对金属髋关节表面置换假体,髋关节表面置换假体,骨科植入物,1,0,2,5,114
DC 延长电缆（电外科用）,电外科手术器械,高频/电外科设备及附件,1,0,1,113,114
DePuy ASR XL 股骨头假体（55号）,髋关节股骨头假体,骨科植入物,1,1,113,0,114
Divergence 前路颈椎融合系统,颈椎椎间融合器,骨科植入物,1,0,3,111,114
Dornier 钬激光光纤,激光手术光纤,激光手术设备及附件,1,0,0,113,114
Echelon 60 Endopath 吻合器,外科吻合器,外科手术器械,1,0,11,103,114
Endopath 内镜多钉吻合器,外科吻合器,外科手术器械,1,0,1,113,114
Genesis 可弯型阴茎假体（棒状/圆柱形）,阴茎假体,泌尿生殖系统植入物,1,0,111,3,114
Hahn 锥形种植体 4.3×8mm,牙种植体,口腔科植入物,1,0,95,19,114
导引导丝,导丝,介入导管及附件,3,5,70,38,113
电动吸奶器,吸奶器,母婴护理设备,3,0,84,29,113
牙种植体,牙科种植体系统,口腔植入物,2,0,113,0,113
胆道支架系统,胆道支架,非血管支架,2,0,73,36,113
临床化学分析仪,临床化学分析仪,临床检验分析设备,2,0,0,112,113
ACS RX Rocket 冠状动脉扩张导管,冠状动脉球囊扩张导管,心脏介入器械,1,0,18,95,113
Amvia Edge DR-T 起搏器,心脏起搏器,心脏植入式电子设备,1,0,109,4,113
Anodyne 红外治疗灯,红外治疗仪,物理治疗设备,1,0,99,14,113
Attune FB PS 关节面试模（5号）,膝关节试模,骨科手术器械,1,0,0,113,113
BD Insyte Autoguard 带保护套静脉导管,血管内导管,血管通路器械,1,0,9,104,113
BD Kiestra InoqulA+ TLA 微生物标本接种/划线仪,微生物标本处理仪器,临床微生物检测设备,1,0,16,97,113
BD Vacutainer 9NC 0.109M 0.2ml Plus 血样采集管,血样采集管,血液标本采集器械,1,0,0,113,113
BD Vacutainer 一次性采血器,血样采集辅助器械,血液标本采集器械,1,0,5,108,113
